id,tier,category,final,tier_base,heuristic_score,adjustments,phantom,charges,outstanding_charges,website,accounts_dormant,co_ip_firm,same_ip_firm_today,sic_cluster_size,company,ch_status,ch_accounts,notice_type,why
RO-957998-273/110/2026/a9,L1,going_concern_sale,95.0,80,100.0,5,0,0,0,0,0,5,4,0,🇷🇴 PANIMON SA,Active / registered,2024 financials filed,Insolvency proceedings (Romania),"Large milling manufacturer with 221 employees, major assets, and recent appointment; IP named confirms active process."
RO-16104768-3578/108/2025/a2,L1,going_concern_sale,95.0,80,100.0,5,0,0,0,0,0,5,2,0,🇷🇴 OROVETRO SRL,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Technical glass manufacturer with named IP, active status, and employee base, indicating live process with buyer opportunity."
RO-1576401-39261/3/2023/a39,L1,going_concern_sale,95.0,80,100.0,5,0,0,0,0,0,5,6,0,🇷🇴 ROMAERO SA,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Large aerospace manufacturer with over 500 employees, significant assets, and a named IP, indicating a material going-concern process."
RO-24813191-13403/3/2024/a400,L1,going_concern_sale,92.5,80,95.0,5,0,0,0,0,0,5,10,0,🇷🇴 NORDIS MANAGEMENT SRL,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Large real estate development firm with significant assets and named IP, likely to be marketed quickly for sale."
RO-24813191-13403/3/2024/A188,L1,going_concern_sale,92.5,80,95.0,5,0,0,0,0,0,5,10,0,🇷🇴 NORDIS MANAGEMENT SRL,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Duplicate entry for high-value Romanian real estate developer with named IP, strong signal for imminent sale."
RO-45568230-40657/3/2025,L1,going_concern_sale,90.0,80,100.0,0,0,0,0,0,0,0,1,0,🇷🇴 ECOREP SALUBRIS S.R.L.,Active / registered,2024 financials filed,Insolvency proceedings (Romania),"Just-appointed administrator at viable electrical repair firm with large asset base, turnover, and named IP firm, indicating active marketing."
https://www.thegazette.co.uk/id/notice/5152633,L1,pre_pack_buyer_search,87.5,80,85.0,5,0,0,0,5,0,0,0,18,DIRECT COMM LTD,active,total-exemption-full,Appointment of Administrators,"Administrator just appointed at an active wholesale trading company with a live website, triggering imminent buyer search."
RO-7947193-50/1371/2017/a236,L2,going_concern_sale,85.0,60,100.0,5,0,0,0,0,0,5,3,0,🇷🇴 ROMCAB SA,Active / registered,2025 financials filed,Insolvency proceedings (Romania),Large Romanian cable manufacturer with 204 employees and substantial assets in active insolvency.
RO-39163453-870/112/2026,L2,going_concern_sale,85.0,60,100.0,5,0,0,0,0,0,5,3,0,🇷🇴 GROZA JON TRANSPORT S.R.L.,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Insolvent freight transport firm with active status and named IP, but small employee and asset base limits scale."
RO-28286590-6198/99/2023,L2,going_concern_sale,85.0,60,100.0,5,0,0,0,0,0,5,2,0,🇷🇴 OBITORY CONSTRUCT SRL,Active / registered,2025 financials filed,Insolvency proceedings (Romania),"Construction firm with solid asset base, employees, and named IP, but appointment appears older limiting L1 status."
